整租·钟宅北苑一期C区 1室1厅 南,钟宅北苑一期C区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,3000,湖里
合租·恒亿尚品湾（1/2/5/6期） 5居室 北卧,恒亿尚品湾（1/2/5/6期）,合租,5室0厅5卫 18.00㎡,面积：18.00㎡,1700,同安
整租·厦航高郡 2室2厅 南,厦航高郡,整租,2室2厅1卫 70.00㎡,面积：70.00㎡,2000,同安
整租·中航城国际社区C区 1室0厅 东南,中航城国际社区C区,整租,1室0厅1卫 65.00㎡ 精装修,面积：65.00㎡,6500,集美
合租·侨鑫公寓 3居室 北卧,侨鑫公寓,合租,3室0厅0卫 20.00㎡,面积：20.00㎡,1700,思明
合租·侨鑫公寓 2居室 南卧,侨鑫公寓,合租,2室0厅1卫 25.00㎡,面积：25.00㎡,2100,思明
整租·汇景雅苑 2室2厅 西南,汇景雅苑,整租,2室2厅2卫 86.00㎡,面积：86.00㎡,3500,海沧
整租·招商海德公园一期 4室2厅 南,招商海德公园一期,整租,4室2厅2卫 212.00㎡ 精装修,面积：212.00㎡,4700,集美
整租·古龙居住公园 1室1厅 错层 南,古龙居住公园,整租,1室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,3500,湖里
整租·会展嘉园贰区 2室2厅 南,会展嘉园贰区,整租,2室2厅1卫 85.00㎡ 精装修,面积：85.00㎡,3200,翔安
整租·中央公园城 2室2厅 东南,中央公园城,整租,2室2厅1卫 88.00㎡ 精装修,面积：88.00㎡,3500,集美
整租·兴山花园 1室1厅 北,兴山花园,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2500,湖里
整租·康乐新村二期 2室2厅 南/北,康乐新村二期,整租,2室2厅1卫 75.00㎡ 精装修,面积：75.00㎡,3300,湖里
整租·五龙大厦 1室0厅 南,五龙大厦,整租,1室0厅1卫 26.00㎡ 精装修,面积：26.00㎡,5000,思明
整租·中航城A区 1室1厅 南,中航城A区,整租,1室1厅1卫 73.17㎡,面积：73.17㎡,8500,集美
整租·福隆国际 5室2厅 南/北,福隆国际,整租,5室2厅2卫 160.00㎡ 精装修,面积：160.00㎡,8500,湖里
合租·住宅莲花国际 2居室 东南卧,住宅莲花国际,合租,2室1厅2卫 50.00㎡,面积：50.00㎡,2000,集美
整租·海晟维多利亚 5室2厅 东南,海晟维多利亚,整租,5室2厅3卫 169.94㎡ 精装修,面积：169.94㎡,6600,海沧
整租·宝龙一城 2室1厅 南,宝龙一城,整租,2室1厅1卫 59.00㎡ 精装修,面积：59.00㎡,3600,湖里
整租·国际邮轮城二期 1室1厅 南,国际邮轮城二期,整租,1室1厅1卫 71.00㎡ 精装修,面积：71.00㎡,4200,湖里
整租·特房樾熙湾 1室0厅 东南,特房樾熙湾,整租,1室0厅0卫 59.00㎡,面积：59.00㎡,7080,同安
整租·东城合院 3室2厅 跃层 南,东城合院,整租,3室2厅2卫 88.00㎡ 精装修,面积：88.00㎡,2300,翔安
整租·禹洲尊海 1室0厅 东,禹洲尊海,整租,1室0厅0卫 3.00㎡,面积：3.00㎡,350,海沧
整租·华龙大厦 3室1厅 南,华龙大厦,整租,3室1厅0卫 120.00㎡ 精装修,面积：120.00㎡,6500,思明
整租·世茂湖滨首府B区 1室1厅 南,世茂湖滨首府B区,整租,1室1厅1卫 55.00㎡ 精装修,面积：55.00㎡,3200,湖里
整租·兴华路 4室2厅 南/北,兴华路,整租,4室2厅1卫 100.00㎡ 精装修,面积：100.00㎡,4200,思明
整租·世茂御海墅 4室2厅 南/北,世茂御海墅,整租,4室2厅2卫 117.00㎡ 精装修,面积：117.00㎡,3000,翔安
整租·石泉路 3室1厅 南/北,石泉路,整租,3室1厅1卫 90.00㎡,面积：90.00㎡,4800,思明
整租·中铁元湾 1室0厅 南,中铁元湾,整租,1室0厅0卫 40.00㎡,面积：40.00㎡,500,湖里
整租·杏林湾商务运营中心 2室1厅 东南,杏林湾商务运营中心,整租,2室1厅0卫 145.00㎡ 精装修,面积：145.00㎡,7250,集美
整租·IOI园博湾 1室1厅 南,IOI园博湾,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1500,集美
整租·沧翔路花园 3室2厅 南,沧翔路花园,整租,3室2厅1卫 87.48㎡,面积：87.48㎡,2500,海沧
整租·禾祥西路1号~43号 1室0厅 南,禾祥西路1号~43号,整租,1室0厅1卫 40.00㎡,面积：40.00㎡,7000,思明
整租·招商1872 3室2厅 东南,招商1872,整租,3室2厅1卫 94.00㎡ 精装修,面积：94.00㎡,2600,海沧
整租·领秀城 1室0厅 南,领秀城,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1500,思明
整租·禹洲云顶国际 3室2厅 南/北,禹洲云顶国际,整租,3室2厅2卫 127.00㎡ 精装修,面积：127.00㎡,7800,思明
整租·沧翔路花园 2室2厅 南,沧翔路花园,整租,2室2厅1卫 82.00㎡,面积：82.00㎡,2000,海沧
整租·阳光城翡丽湾 9室2厅 跃层 南,阳光城翡丽湾,整租,9室2厅9卫 900.00㎡ 精装修,面积：900.00㎡,25000,翔安
整租·豆仔尾路 1室0厅 南,豆仔尾路,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1600,思明
整租·源昌鑫海湾 4室2厅 南/北,源昌鑫海湾,整租,4室2厅3卫 125.00㎡ 精装修,面积：125.00㎡,9500,湖里
整租·瑞景苑 1室1厅 南/北,瑞景苑,整租,1室1厅1卫 31.00㎡ 精装修,面积：31.00㎡,2000,思明
整租·怡鹭大厦 2室1厅 南,怡鹭大厦,整租,2室1厅1卫 95.00㎡ 精装修,面积：95.00㎡,3900,湖里
整租·京口岩小区 2室1厅 东南,京口岩小区,整租,2室1厅1卫 52.93㎡ 精装修,面积：52.93㎡,2100,海沧
整租·SM商业城四期 1室1厅 东/南/西/北,SM商业城四期,整租,1室1厅0卫 1800.00㎡,面积：1800.00㎡,126000,湖里
整租·官都里 2室1厅 南/北,官都里,整租,2室1厅1卫 68.00㎡,面积：68.00㎡,2300,思明
合租·龙湖春江郦城一期 6居室 东南卧,龙湖春江郦城一期,合租,6室1厅1卫 20.00㎡,面积：20.00㎡,1250,集美
合租·龙湖春江郦城一期 4居室 南卧,龙湖春江郦城一期,合租,4室0厅1卫 20.00㎡,面积：20.00㎡,799,集美
整租·水晶森林二期 2室1厅 南,水晶森林二期,整租,2室1厅1卫 80.00㎡ 精装修,面积：80.00㎡,5500,湖里
整租·水晶森林一期 3室1厅 南,水晶森林一期,整租,3室1厅2卫 100.00㎡ 精装修,面积：100.00㎡,6000,湖里
整租·龙舟新村 3室2厅 南/北,龙舟新村,整租,3室2厅2卫 120.00㎡ 精装修,面积：120.00㎡,5200,思明
整租·厦门保利时光印象 2室1厅 南,厦门保利时光印象,整租,2室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,2200,同安
整租·国际文化大厦 1室0厅 南,国际文化大厦,整租,1室0厅1卫 40.75㎡,面积：40.75㎡,2600,思明
整租·海投第一湾二期湖海庄园 4室2厅 南/北,海投第一湾二期湖海庄园,整租,4室2厅2卫 107.00㎡ 精装修,面积：107.00㎡,3300,海沧
整租·万景花园 1室1厅 东/西,万景花园,整租,1室1厅1卫 327.00㎡,面积：327.00㎡,13500,湖里
整租·海投天源 3室2厅 东南,海投天源,整租,3室2厅2卫 117.00㎡ 精装修,面积：117.00㎡,5500,海沧
整租·未来海岸蓝月湾一期 3室2厅 东/南,未来海岸蓝月湾一期,整租,3室2厅2卫 112.00㎡,面积：112.00㎡,4200,海沧
整租·墩仔家园 2室0厅 西南,墩仔家园,整租,2室0厅2卫 60.00㎡,面积：60.00㎡,2600,思明
整租·京华大厦 2室1厅 南,京华大厦,整租,2室1厅1卫 85.00㎡ 精装修,面积：85.00㎡,3800,思明
整租·大唐世家二期 2室2厅 西北,大唐世家二期,整租,2室2厅1卫 58.00㎡,面积：58.00㎡,3200,湖里
合租·住宅莲花国际 2居室 东南卧,住宅莲花国际,合租,2室0厅1卫 40.00㎡,面积：40.00㎡,1600,集美
整租·文兴社 1室1厅 南/北,文兴社,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2700,思明
整租·浦东花园 2室1厅 南,浦东花园,整租,2室1厅1卫 93.00㎡ 精装修,面积：93.00㎡,6000,湖里
整租·古楼北里 3室2厅 南,古楼北里,整租,3室2厅1卫 85.00㎡ 精装修,面积：85.00㎡,4000,思明
整租·水晶森林二期 1室1厅 东/西,水晶森林二期,整租,1室1厅1卫 44.64㎡,面积：44.64㎡,3000,湖里
整租·万寿北路 1室1厅 南,万寿北路,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2200,思明
整租·会展嘉园伍区 2室2厅 南,会展嘉园伍区,整租,2室2厅1卫 83.00㎡ 精装修,面积：83.00㎡,2800,翔安
整租·森景华庭 1室1厅 北,森景华庭,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,3600,思明
整租·惠佐路99号 1室0厅 南,惠佐路99号,整租,1室0厅1卫 40.00㎡ 精装修,面积：40.00㎡,1200,海沧
整租·钟宅南苑 2室1厅 南,钟宅南苑,整租,2室1厅1卫 75.03㎡ 精装修,面积：75.03㎡,5500,湖里
整租·万科中心云玺 4室2厅 南/北,万科中心云玺,整租,4室2厅2卫 110.00㎡ 精装修,面积：110.00㎡,8500,湖里
整租·半山林海二期 3室2厅 南/北,半山林海二期,整租,3室2厅2卫 125.00㎡ 精装修,面积：125.00㎡,6500,湖里
整租·新景国际外滩 2室1厅 南/北,新景国际外滩,整租,2室1厅1卫 80.00㎡ 精装修,面积：80.00㎡,3000,湖里
整租·华森公园首府 1室1厅 南,华森公园首府,整租,1室1厅1卫 41.00㎡ 精装修,面积：41.00㎡,1400,同安
整租·共和大厦 3室1厅 南,共和大厦,整租,3室1厅1卫 80.00㎡ 精装修,面积：80.00㎡,4500,思明
整租·古楼南里 3室2厅 南/北,古楼南里,整租,3室2厅1卫 86.00㎡,面积：86.00㎡,3800,思明
整租·港龙新城 3室2厅 南/北,港龙新城,整租,3室2厅1卫 104.93㎡ 精装修,面积：104.93㎡,5200,思明
整租·官邸大厦 3室2厅 跃层 东南/西北,官邸大厦,整租,3室2厅2卫 46.78㎡ 精装修,面积：46.78㎡,4800,思明
整租·汇景新城中心 2室2厅 南,汇景新城中心,整租,2室2厅2卫 85.50㎡ 精装修,面积：85.50㎡,2500,翔安
整租·海晟棕蓝海 4室2厅 南/北,海晟棕蓝海,整租,4室2厅2卫 180.00㎡ 精装修,面积：180.00㎡,12000,思明
整租·濠头村新庄园 2室0厅 南/北,濠头村新庄园,整租,2室0厅1卫 50.00㎡,面积：50.00㎡,2000,湖里
整租·永同昌大厦 4室2厅 东南,永同昌大厦,整租,4室2厅2卫 157.57㎡ 精装修,面积：157.57㎡,6000,湖里
整租·龙门天下 3室2厅 南/北,龙门天下,整租,3室2厅2卫 121.00㎡,面积：121.00㎡,4900,湖里
整租·万科城一期 0室0厅 南,万科城一期,整租,未知室0厅0卫 33.16㎡,面积：33.16㎡,400,海沧
整租·雪梨星光 2室1厅 南,雪梨星光,整租,2室1厅1卫 65.00㎡ 精装修,面积：65.00㎡,2700,湖里
合租·大唐世家一期(集美) 10居室 南卧,大唐世家一期(集美),合租,10室1厅1卫 35.00㎡,面积：35.00㎡,2000,集美
整租·碧水芳庭 1室0厅 南,碧水芳庭,整租,1室0厅1卫 34.00㎡,面积：34.00㎡,1450,海沧
整租·前埔边防公寓 2室1厅 南/北,前埔边防公寓,整租,2室1厅2卫 75.00㎡,面积：75.00㎡,3200,思明
整租·水晶森林一期 3室2厅 南/北,水晶森林一期,整租,3室2厅1卫 110.00㎡ 精装修,面积：110.00㎡,6500,湖里
整租·国际文化大厦 2室2厅 西南,国际文化大厦,整租,2室2厅1卫 83.14㎡ 精装修,面积：83.14㎡,5200,思明
整租·古楼北里 3室2厅 南,古楼北里,整租,3室2厅1卫 86.00㎡,面积：86.00㎡,3800,思明
整租·恒亿尚品湾3/4期 3室2厅 东南,恒亿尚品湾3/4期,整租,3室2厅1卫 84.00㎡ 精装修,面积：84.00㎡,3100,同安
整租·融信海上城 2室1厅 东,融信海上城,整租,2室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2000,海沧
整租·公园道1号 3室2厅 南,公园道1号,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,2800,同安
整租·新时代大厦 1室0厅 南/北,新时代大厦,整租,1室0厅0卫 80.00㎡ 精装修,面积：80.00㎡,4400,湖里
整租·首开领翔国际 3室2厅 南/西/北,首开领翔国际,整租,3室2厅2卫 123.80㎡ 精装修,面积：123.80㎡,3500,翔安
整租·水岸名筑 2室1厅 西,水岸名筑,整租,2室1厅1卫 47.00㎡ 精装修,面积：47.00㎡,2000,海沧
整租·东岸朗廷·溪望 4室2厅 东南,东岸朗廷·溪望,整租,4室2厅2卫 91.00㎡ 精装修,面积：91.00㎡,2000,同安
整租·莲花大厦 1室1厅 南,莲花大厦,整租,1室1厅1卫 52.00㎡ 精装修,面积：52.00㎡,3300,思明
整租·观音山营运中心 4室1厅 西南,观音山营运中心,整租,4室1厅0卫 267.00㎡ 精装修,面积：267.00㎡,10650,思明
整租·纺织路 2室1厅 南,纺织路,整租,2室1厅1卫 59.00㎡ 精装修,面积：59.00㎡,1300,集美
整租·故宫裕景 1室1厅 南,故宫裕景,整租,1室1厅1卫 34.00㎡ 精装修,面积：34.00㎡,3000,思明
整租·国际邮轮城 4室2厅 南/北,国际邮轮城,整租,4室2厅3卫 199.00㎡ 精装修,面积：199.00㎡,15000,湖里
整租·银都广场 2室1厅 东南,银都广场,整租,2室1厅1卫 87.93㎡,面积：87.93㎡,3500,湖里
整租·万科金域华府二期 2室2厅 南,万科金域华府二期,整租,2室2厅1卫 82.00㎡ 精装修,面积：82.00㎡,3300,集美
整租·水岸筼筜 3室2厅 东南,水岸筼筜,整租,3室2厅2卫 145.00㎡ 精装修,面积：145.00㎡,8300,思明
整租·京华大厦 1室0厅 北,京华大厦,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,2300,思明
合租·天湖城 10居室 南卧,天湖城,合租,10室1厅1卫 15.00㎡,面积：15.00㎡,900,海沧
合租·天湖城 10居室 南卧,天湖城,合租,10室1厅1卫 25.00㎡,面积：25.00㎡,1000,海沧
整租·中交和美新城四期 3室2厅 南/北,中交和美新城四期,整租,3室2厅2卫 109.61㎡ 精装修,面积：109.61㎡,4500,集美
整租·世茂璀璨天城一期 4室2厅 南/北,世茂璀璨天城一期,整租,4室2厅2卫 106.00㎡ 精装修,面积：106.00㎡,5000,集美
整租·育秀中心 3室2厅 西南,育秀中心,整租,3室2厅2卫 134.00㎡,面积：134.00㎡,5800,思明
整租·杏信花园 2室2厅 南,杏信花园,整租,2室2厅1卫 86.00㎡,面积：86.00㎡,1800,集美
整租·春江天玺 3室2厅 南,春江天玺,整租,3室2厅1卫 77.00㎡ 精装修,面积：77.00㎡,2700,海沧
整租·华森公园首府 2室1厅 东南,华森公园首府,整租,2室1厅1卫 41.00㎡,面积：41.00㎡,1400,同安
整租·住宅莲花国际 1室1厅 南,住宅莲花国际,整租,1室1厅1卫 53.54㎡ 精装修,面积：53.54㎡,2500,集美
整租·未来海岸蓝水郡 1室1厅 西,未来海岸蓝水郡,整租,1室1厅1卫 35.00㎡,面积：35.00㎡,1600,海沧
整租·国贸蓝海 4室2厅 南/北,国贸蓝海,整租,4室2厅2卫 205.48㎡ 精装修,面积：205.48㎡,11500,湖里
整租·保利叁仟栋二期 4室2厅 复式 南,保利叁仟栋二期,整租,4室2厅2卫 115.00㎡ 精装修,面积：115.00㎡,3500,同安
整租·善见豪山 4室2厅 南/北,善见豪山,整租,4室2厅3卫 180.00㎡ 精装修,面积：180.00㎡,6800,思明
整租·新家园 4室2厅 南/北,新家园,整租,4室2厅2卫 171.00㎡ 精装修,面积：171.00㎡,10000,思明
整租·官任社区 2室1厅 南/北,官任社区,整租,2室1厅1卫 62.45㎡,面积：62.45㎡,3500,思明
整租·高铁阳光花园 2室2厅 南,高铁阳光花园,整租,2室2厅1卫 90.00㎡ 精装修,面积：90.00㎡,2300,集美
整租·世侨中心 2室1厅 西,世侨中心,整租,2室1厅0卫 102.00㎡ 精装修,面积：102.00㎡,8160,思明
整租·联谊广场 3室2厅 东/北,联谊广场,整租,3室2厅2卫 124.31㎡,面积：124.31㎡,5000,思明
合租·渐美花苑 6居室 南卧,渐美花苑,合租,6室1厅1卫 30.00㎡ 精装修,面积：30.00㎡,900,海沧
合租·未来海岸浪琴湾 4居室 南卧,未来海岸浪琴湾,合租,4室1厅2卫 30.00㎡ 精装修,面积：30.00㎡,1400,海沧
整租·万华中心 1室0厅 西北,万华中心,整租,1室0厅1卫 20.00㎡ 精装修,面积：20.00㎡,1400,湖里
整租·水晶湖郡C区 4室2厅 南/北,水晶湖郡C区,整租,4室2厅2卫 142.10㎡ 精装修,面积：142.10㎡,6800,集美
整租·育秀厦工宿舍 2室1厅 南/北,育秀厦工宿舍,整租,2室1厅1卫 70.00㎡ 精装修,面积：70.00㎡,3800,思明
整租·橡树湾 1室0厅 东南,橡树湾,整租,1室0厅0卫 30.00㎡,面积：30.00㎡,450,集美
整租·源昌广场 3室2厅 西南,源昌广场,整租,3室2厅2卫 130.00㎡ 精装修,面积：130.00㎡,5500,思明
整租·龙湖新壹城 2室1厅 南,龙湖新壹城,整租,2室1厅1卫 36.90㎡,面积：36.90㎡,1600,集美
合租·渐美花苑 2居室 南卧,渐美花苑,合租,2室0厅1卫 35.00㎡,面积：35.00㎡,1650,海沧
整租·海晟维多利亚 2室2厅 东,海晟维多利亚,整租,2室2厅1卫 90.00㎡ 精装修,面积：90.00㎡,3300,海沧
整租·汇景雅苑 3室2厅 南/北,汇景雅苑,整租,3室2厅2卫 107.00㎡,面积：107.00㎡,3600,海沧
整租·软件园二期 5室1厅 南,软件园二期,整租,5室1厅0卫 495.00㎡ 精装修,面积：495.00㎡,20790,思明
整租·金海花园 2室1厅 南/北,金海花园,整租,2室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,2200,湖里
整租·福光大厦 2室1厅 东,福光大厦,整租,2室1厅0卫 88.70㎡,面积：88.70㎡,4500,思明
整租·百合花园 1室1厅 南,百合花园,整租,1室1厅1卫 35.00㎡ 精装修,面积：35.00㎡,1750,思明
整租·华论国际大厦 5室3厅 南,华论国际大厦,整租,5室3厅0卫 350.00㎡ 精装修,面积：350.00㎡,10000,翔安
整租·银龙广场二期 4室2厅 南/北,银龙广场二期,整租,4室2厅2卫 186.00㎡ 精装修,面积：186.00㎡,6900,思明
整租·富源世家 1室1厅 北,富源世家,整租,1室1厅1卫 48.00㎡,面积：48.00㎡,9600,思明
整租·国贸新天地 1室0厅 南,国贸新天地,整租,1室0厅0卫 37.00㎡ 精装修,面积：37.00㎡,400,湖里
整租·华瑞花园 0室0厅 南/北,华瑞花园,整租,未知室0厅1卫 80.00㎡,面积：80.00㎡,11000,思明
整租·九龙城 2室2厅 跃层 南,九龙城,整租,2室2厅2卫 50.00㎡ 精装修,面积：50.00㎡,4000,思明
整租·福光大厦 2室1厅 东,福光大厦,整租,2室1厅0卫 69.40㎡,面积：69.40㎡,3400,思明
整租·软件园二期 2室1厅 北,软件园二期,整租,2室1厅0卫 199.00㎡ 精装修,面积：199.00㎡,7900,思明
整租·福光大厦 3室1厅 东,福光大厦,整租,3室1厅0卫 84.70㎡,面积：84.70㎡,4100,思明
整租·官任社区 1室0厅 北,官任社区,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1500,思明
整租·特房五缘尚座 1室0厅 南,特房五缘尚座,整租,1室0厅0卫 320.00㎡,面积：320.00㎡,30000,湖里
整租·融创东南府 3室1厅 南,融创东南府,整租,3室1厅2卫 94.00㎡ 精装修,面积：94.00㎡,2900,翔安
整租·软件园二期 2室1厅 北,软件园二期,整租,2室1厅0卫 149.00㎡ 精装修,面积：149.00㎡,5800,思明
整租·福光大厦 2室1厅 东,福光大厦,整租,2室1厅0卫 105.29㎡,面积：105.29㎡,5500,思明
整租·联发五缘湾1号 2室1厅 跃层 南,联发五缘湾1号,整租,2室1厅2卫 113.00㎡ 精装修,面积：113.00㎡,5800,湖里
整租·泰地海西中心 4室2厅 南/北,泰地海西中心,整租,4室2厅3卫 212.65㎡ 精装修,面积：212.65㎡,7500,海沧
整租·新景数码港 1室1厅 南,新景数码港,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2200,思明
